Date,Open,High,Low,Close,Adj Close,Volume
2022-03-21,451.420013,459.579987,445.950012,453.589996,453.589996,3704200
2022-03-22,453.500000,471.980011,450.690002,466.450012,466.450012,5377000
2022-03-23,437.510010,437.980011,416.470001,422.899994,422.899994,13979800
2022-03-24,426.079987,432.209991,421.489990,432.140015,432.140015,5544300
2022-03-25,435.440002,438.619995,426.000000,431.619995,431.619995,3283600
2022-03-28,433.420013,450.320007,433.149994,450.010010,450.010010,4472600
2022-03-29,459.160004,467.799988,452.440002,466.329987,466.329987,4323800
2022-03-30,461.519989,466.769989,456.839996,460.059998,460.059998,3889200
2022-03-31,461.589996,465.429993,455.429993,455.619995,455.619995,4141300
2022-04-01,455.000000,461.549988,450.959991,458.190002,458.190002,2718400
2022-04-04,461.040009,473.489990,460.609985,468.809998,468.809998,2974500
2022-04-05,469.320007,471.760010,455.070007,458.579987,458.579987,2481900
2022-04-06,448.239990,450.010010,439.570007,444.329987,444.329987,3824900
2022-04-07,444.089996,455.920013,440.760010,452.720001,452.720001,2757800
2022-04-08,449.950012,454.410004,443.369995,445.339996,445.339996,2260700
2022-04-11,438.809998,440.000000,429.739990,434.440002,434.440002,2932100
2022-04-12,442.690002,444.440002,425.160004,426.769989,426.769989,2199000
2022-04-13,427.299988,433.519989,425.670013,431.670013,431.670013,3078900
2022-04-14,435.859985,435.950012,420.029999,420.440002,420.440002,2597000
2022-04-18,419.399994,429.690002,418.730011,425.470001,425.470001,2594700
2022-04-19,422.019989,437.489990,420.640015,436.399994,436.399994,1962700
2022-04-20,440.589996,442.440002,427.200012,428.109985,428.109985,2094400
2022-04-21,432.690002,438.940002,416.359985,417.480011,417.480011,2390100
2022-04-22,420.709991,424.329987,408.019989,408.670013,408.670013,3198800
2022-04-25,405.700012,414.079987,401.670013,413.950012,413.950012,3368800
2022-04-26,410.170013,411.609985,397.470001,399.119995,399.119995,2820100
2022-04-27,401.440002,412.459991,396.809998,397.899994,397.899994,3080700
